Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_033705	11731	Xinzhou nematode virus 4	Xinzhou nematode virus 4, complete genome
NC_033730	9547	Xinzhou nematode virus 2	Xinzhou nematode virus 2, complete genome
NC_033728	11525	Xinzhou nematode virus 1	Xinzhou nematode virus 1, complete genome
NC_033703	9314	Xinzhou dimarhabdovirus virus 1	Xinzhou dimarhabdovirus virus 1, complete genome
NC_033793	10101	Goose megrivirus	Goose megrivirus, complete genome
NC_033824	8882	Bat dicibavirus	Bat dicibavirus, complete genome
NC_033823	10519	Bat iflavirus	Bat iflavirus, complete genome
NC_033816	11094	Wuhan insect virus 12	Wuhan insect virus 12, complete genome
NC_033822	9096	Beihai picorna-like virus 59	Beihai picorna-like virus 59, complete genome
NC_033827	8518	Beihai picorna-like virus 57	Beihai picorna-like virus 57, complete genome
NC_033829	152388	Kallithea virus	Kallithea virus, complete genome
NC_033834	8911	Melon severe mosaic tospovirus	Melon severe mosaic tospovirus, segment L
NC_008582	7393	Micromys minutus papillomavirus 1	Micromys minutus papillomavirus 1, complete genome
NC_001663	5372	Mesocricetus auratus polyomavirus 1	Mesocricetus auratus polyomavirus 1, complete genome
NC_033826	8630	Bat badicivirus 2	Bat badicivirus 2, complete genome
NC_033825	8335	Bat badicivirus 1	Bat badicivirus 1, complete genome
NC_018173	8607	Cucurbit chlorotic yellows virus	Cucurbit chlorotic yellows virus, segment RNA 1
NC_018174	8041	Cucurbit chlorotic yellows virus	Cucurbit chlorotic yellows virus, segment RNA 2
NC_018175	8410	Potato virus H	Potato virus H, complete genome
NC_018176	9630	Arracacha mottle virus	Arracacha mottle virus, complete genome
NC_034018	10293	Yaounde virus	Yaounde virus, complete genome
NC_034017	10884	Xishuangbanna aedes flavivirus	Xishuangbanna aedes flavivirus, complete genome
NC_034151	10937	T\'Ho virus	T\'Ho virus, complete genome
NC_034007	10131	Phnom Penh bat virus	Phnom Penh bat virus, complete genome
NC_034155	10050	Piura virus	Piura virus, complete genome
NC_034158	9136	Loreto virus	Loreto virus, complete genome
NC_034154	9748	San Bernardo virus	San Bernardo virus, complete genome
NC_001515	5307	Murine polyomavirus strain BG	Murine polyomavirus strain BG, complete genome
NC_034153	9111	Biratnagar virus	Biratnagar virus, complete genome
NC_034152	9506	Big Cypress virus	Big Cypress virus, complete genome
NC_034216	15098	Lagenaria siceraria endornavirus-Hubei	Lagenaria siceraria endornavirus-Hubei, complete genome
NC_034217	9834	Pityohyphantes rubrofasciatus iflavirus	Pityohyphantes rubrofasciatus iflavirus, complete genome
NC_018277	42784	Staphylococcus phage SpaA1	Staphylococcus phage SpaA1, complete genome
NC_018275	39783	Salmonella phage vB_SemP_Emek	Salmonella phage vB_SemP_Emek, complete genome
NC_018278	42832	Burkholderia phage KL1	Burkholderia phage KL1, complete genome
NC_018283	58065	Burkholderia phage AH2	Burkholderia phage AH2, complete genome
NC_018274	36847	Pseudomonas phage MP42	Pseudomonas phage MP42, complete genome
NC_018270	33594	Weissella phage phiYS61	Weissella phage phiYS61, complete genome
NC_018273	26201	Leuconostoc phage Lmd1	Leuconostoc phage Lmd1, complete genome
NC_018271	35700	Nonlabens phage P12024S	Nonlabens phage P12024S, complete genome
NC_018272	35652	Nonlabens phage P12024L	Nonlabens phage P12024L, complete genome
NC_010277	5387	Merkel cell polyomavirus	Merkel cell polyomavirus, complete genome
NC_018279	49116	Salmonella phage vB_SosS_Oslo	Salmonella phage vB_SosS_Oslo, complete genome
NC_018276	44988	Croceibacter phage P2559S	Croceibacter phage P2559S, complete genome
NC_018269	31766	Marinomonas phage P12026	Marinomonas phage P12026, complete genome
NC_018280	38889	Celeribacter phage P12053L	Celeribacter phage P12053L, complete genome
NC_018281	43581	Staphylococcus virus IPLA5	Staphylococcus virus IPLA5, complete genome
NC_018284	42123	Staphylococcus virus IPLA7	Staphylococcus virus IPLA7, complete genome
NC_034242	10370	Ochlerotatus caspius flavivirus	Ochlerotatus caspius flavivirus, complete genome
NC_018282	61167	Pseudomonas phage MP1412	Pseudomonas phage MP1412, complete genome
NC_034240	13389	Tomato yellow mottle-associated virus	Tomato yellow mottle-associated virus, complete genome
NC_034241	10493	Diabrotica virgifera virgifera virus 2	Diabrotica virgifera virgifera virus 2, complete genome
NC_018400	8496	Turkey gallivirus	Turkey gallivirus, complete genome
NC_034266	204237	Columbid alphaherpesvirus 1	Columbid alphaherpesvirus 1, complete genome
NC_015467	3067	Groundnut ringspot and Tomato chlorotic spot virus reassortant	Groundnut ringspot and Tomato chlorotic spot virus reassortant, segment S
NC_012787	2644	Passionfruit severe leaf distortion virus	Passionfruit severe leaf distortion virus, segment DNA B
NC_034244	13202	Diabrotica virgifera virgifera virus 3	Diabrotica virgifera virgifera virus 3, complete genome
NC_034248	115042	Rhizobium phage RHEph10	Rhizobium phage RHEph10, complete genome
NC_034273	10000	Endive necrotic mosaic virus	Endive necrotic mosaic virus, complete genome
NC_018452	61847	Burkholderia virus DC1	Burkholderia virus DC1, complete genome
NC_018448	8857	Sweet potato C6 virus	Sweet potato C6 virus, complete genome
NC_018454	39974	Cronobacter phage phiES15	Cronobacter phage phiES15, complete genome
NC_018455	8224	Chinese yam necrotic mosaic virus	Chinese yam necrotic mosaic virus, complete genome
NC_034377	8372	Watermelon virus A	Watermelon virus A, complete genome
NC_034376	8696	Pepper virus A	Pepper virus A, complete genome
NC_010489	3279	Tomato zonate spot virus	Tomato zonate spot virus, segment S
NC_013101	987	Faba bean necrotic stunt virus	Faba bean necrotic stunt virus, segment DNA U4
NC_007001	2091	Cassia yellow blotch virus	Cassia yellow blotch virus, segment RNA 3
NC_034381	8468	Miniopterus schreibersii picornavirus 1	Miniopterus schreibersii picornavirus 1, complete genome
NC_034384	9580	Diamondback moth iflavirus	Diamondback moth iflavirus, complete genome
NC_023424	10673	Tyuleniy virus	Tyuleniy virus, complete genome
NC_023426	245717	Anomala cuprea entomopoxvirus	Anomala cuprea entomopoxvirus, complete genome
NC_011189	3418	Mikania micrantha mosaic virus	Mikania micrantha mosaic virus, segment RNA 2
NC_014630	1331	Euphorbia yellow mosaic virus associated DNA 1	Euphorbia yellow mosaic virus associated DNA 1, complete genome
NC_030378	8908	Tospovirus kiwifruit/YXW/2014	Tospovirus kiwifruit/YXW/2014, segment L
NC_030394	126965	Short-finned eel ranavirus	Short-finned eel ranavirus, complete genome
NC_023439	10688	Kama virus	Kama virus, complete genome
NC_023442	120420	Buzura suppressaria nucleopolyhedrovirus	Buzura suppressaria nucleopolyhedrovirus, complete genome
NC_023440	9023	Wallerfield virus	Wallerfield virus, complete genome
NC_030401	10158	Hanko virus	Hanko virus, complete genome
NC_030400	10122	Nakiwogo virus	Nakiwogo virus, complete genome
NC_030391	9369	Wild onion symptomless virus	Wild onion symptomless virus, complete genome
NC_038867	681	Cacao yellow mosaic virus	Cacao yellow mosaic virus, complete genome
NC_008954	4351	Hyposoter fugitivus ichnovirus	Hyposoter fugitivus ichnovirus, segment C10
NC_015375	1842	Chandiru virus	Chandiru virus, segment S
NC_015373	4326	Chandiru virus	Chandiru virus, segment M
NC_013402	1162	Epizootic hemorrhagic disease virus (serotype 1 / strain New	Epizootic hemorrhagic disease virus (serotype 1 / strain New
NC_006939	3683	Olive mild mosaic virus	Olive mild mosaic virus, complete genome
NC_013424	1363	Leucas zeylanica yellow vein virus satellite DNA beta	Leucas zeylanica yellow vein virus satellite DNA beta, complete genome
NC_011400	6171	Astrovirus MLB1	Astrovirus MLB1, complete genome
NC_012134	3350	Gayfeather mild mottle virus	Gayfeather mild mottle virus, segment RNA 1
NC_013028	2160	Circovirus-like genome CB-A	Circovirus-like genome CB-A, complete genome
NC_012091	6501	Pseudomonas phage phi2954	Pseudomonas phage phi2954, segment L
NC_012519	7781	African oil palm ringspot virus	African oil palm ringspot virus, complete genome
NC_015374	6327	Chandiru virus	Chandiru virus, segment L
NC_012757	6842	Vibrio phage VEJphi	Vibrio phage VEJphi, complete genome
NC_012986	7989	Salivirus A	Salivirus A, complete genome
NC_013396	3942	Epizootic hemorrhagic disease virus (serotype 1 / strain New	Epizootic hemorrhagic disease virus (serotype 1 / strain New
NC_012755	2792	Stretch Lagoon orbivirus	Stretch Lagoon orbivirus, segment 2
NC_012206	2784	Tomato leaf curl Nigeria virus-[Nigeria:2006]	Tomato leaf curl Nigeria virus-[Nigeria:2006], complete genome
NC_009242	1198	Rice gall dwarf virus	Rice gall dwarf virus, segment 10
NC_007210	2758	Ludwigia yellow vein virus	Ludwigia yellow vein virus, segment DNA-A
NC_009248	4505	Rice gall dwarf virus	Rice gall dwarf virus, segment 1
NC_014324	2981	Turnip curly top virus	Turnip curly top virus, complete genome
NC_014524	1936	Great Island virus	Great Island virus, segment 3
NC_014647	2754	Malvastrum yellow vein Changa Manga virus	Malvastrum yellow vein Changa Manga virus, complete genome
NC_014082	2952	Torque teno mini virus 7	Torque teno mini virus 7, complete genome
NC_014086	2765	Torque teno mini virus 2	Torque teno mini virus 2, complete genome
NC_014446	2608	Sida golden mosaic Florida virus-Malvastrum	Sida golden mosaic Florida virus-Malvastrum, segment DNA A
NC_014631	3065	Spinach severe curly top virus	Spinach severe curly top virus, complete genome
NC_012211	7118	Allium virus X	Allium virus X, complete genome
NC_012213	7149	Human papillomavirus type 108	Human papillomavirus type 108, complete genome
NC_003732	1936	Rice black streaked dwarf virus	Rice black streaked dwarf virus, segment 8
NC_003733	1801	Rice black streaked dwarf virus	Rice black streaked dwarf virus, segment 10
NC_003763	1579	Rice dwarf virus	Rice dwarf virus, segment 6
NC_003766	1163	Rice dwarf virus	Rice dwarf virus, segment 10
NC_010710	4020	Radish mosaic virus	Radish mosaic virus, segment RNA 2
NC_014094	3705	Torque teno virus 6	Torque teno virus 6, complete genome
NC_014379	1334	Melon chlorotic mosaic alphasatellite	Melon chlorotic mosaic alphasatellite, complete genome
NC_014127	6517	Chiltepin yellow mosaic virus	Chiltepin yellow mosaic virus, complete genome
NC_014599	3914	Raspberry latent virus	Raspberry latent virus, segment 2
NC_003767	1036	Rice dwarf virus	Rice dwarf virus, segment 11
NC_014648	7543	Pineapple bacilliform CO virus	Pineapple bacilliform CO virus, complete genome
NC_003768	1066	Rice dwarf virus	Rice dwarf virus, segment 12
NC_003773	4422	Rice dwarf virus	Rice dwarf virus, segment 1
NC_003774	3512	Rice dwarf virus	Rice dwarf virus, segment 2
NC_013011	1315	Gossypium davidsonii symptomless alphasatellite	Gossypium davidsonii symptomless alphasatellite, segment DNA-alpha-B
NC_001426	3466	Escherichia virus BZ13	Escherichia virus BZ13, complete genome
NC_013014	1874	Sclerotinia sclerotiorum partitivirus S	Sclerotinia sclerotiorum partitivirus S, segment RNA 1
NC_013015	1852	Sclerotinia sclerotiorum partitivirus S	Sclerotinia sclerotiorum partitivirus S, segment RNA 2
NC_011309	2757	Jatropha yellow mosaic virus	Jatropha yellow mosaic virus, segment DNA-A
NC_014516	1353	Rotavirus D chicken/05V0049/DEU/2005	Rotavirus D chicken/05V0049/DEU/2005, segment 6
NC_015450	4185	Aguacate virus	Aguacate virus, segment M
NC_015267	7679	Camelus dromedarius papillomavirus 1	Camelus dromedarius papillomavirus 1, complete genome
NC_007549	2969	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, segment NC_007549
NC_007550	2512	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, segment NC_007550
NC_007551	2204	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, segment NC_007551
NC_007552	1307	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, segment NC_007552
NC_007555	932	Adult diarrheal rotavirus strain J19	Adult diarrheal rotavirus strain J19, segment NC_007555
NC_013017	2386	Okra leaf curl virus	Okra leaf curl virus, complete genome
NC_013018	1833	Circovirus-like genome SAR-B	Circovirus-like genome SAR-B, complete genome
NC_013019	2774	Sunn hemp leaf distortion virus	Sunn hemp leaf distortion virus, segment DNA-A
NC_013413	2751	Tomato leaf curl Sulawesi virus	Tomato leaf curl Sulawesi virus, segment DNA-A
NC_015131	1996	Avian orthoreovirus	Avian orthoreovirus, segment M3
NC_008985	4914	Hyposoter fugitivus ichnovirus	Hyposoter fugitivus ichnovirus, segment C20
NC_009238	5040	Human polyomavirus 3	Human polyomavirus 3, complete genome
NC_015135	1192	Avian orthoreovirus	Avian orthoreovirus, segment S4
NC_004627	2734	Ageratum yellow vein Taiwan virus	Ageratum yellow vein Taiwan virus, complete genome
NC_013470	2383	Fusarium graminearum dsRNA mycovirus-4	Fusarium graminearum dsRNA mycovirus-4, segment RNA 1
NC_015492	7452	Grapevine Bulgarian latent virus	Grapevine Bulgarian latent virus, segment 1
NC_015504	7401	Banana streak UL virus	Banana streak UL virus, complete genome
NC_013471	1739	Fusarium graminearum dsRNA mycovirus-4	Fusarium graminearum dsRNA mycovirus-4, segment RNA 2
NC_003873	4674	Trichomonas vaginalis virus 2	Trichomonas vaginalis virus 2, complete genome
NC_006960	2223	Pleurotus ostreatus virus 1	Pleurotus ostreatus virus 1, segment RNA 2
NC_007574	2166	Rotavirus C	Rotavirus C, segment 4
NC_007569	730	Rotavirus C	Rotavirus C, segment 10
NC_003987	7491	Porcine sapelovirus 1	Porcine sapelovirus 1, complete genome
NC_006640	5032	Cotesia congregata bracovirus	Cotesia congregata bracovirus, segment Circle 8
NC_010254	3332	Cupixi mammarenavirus	Cupixi mammarenavirus, segment S
NC_016580	2540	Tomato dwarf leaf virus	Tomato dwarf leaf virus, segment DNA A
NC_010255	7102	Bear Canyon mammarenavirus	Bear Canyon mammarenavirus, segment L
NC_015211	5813	Chaetoceros protobacilladnavirus 3	Chaetoceros protobacilladnavirus 3, complete genome
NC_016013	7048	Morelia spilota papillomavirus 1	Morelia spilota papillomavirus 1, complete genome
NC_016085	3935	Blueberry necrotic ring blotch virus	Blueberry necrotic ring blotch virus, segment RNA 2
NC_011805	2737	Gossypium punctatum mild leaf curl virus	Gossypium punctatum mild leaf curl virus, segment DNA A
NC_016162	7103	Vibrio phage VCY-phi	Vibrio phage VCY-phi, complete genome
NC_015935	6543	Mouse astrovirus M-52/USA/2008	Mouse astrovirus M-52/USA/2008, complete genome
NC_012120	2725	Gossypium punctatum mild leaf curl virus	Gossypium punctatum mild leaf curl virus, segment DNA B
NC_013022	2791	Ipomoea yellow vein virus	Ipomoea yellow vein virus, complete genome
NC_007611	5230	Simian virus 12	Simian virus 12, complete genome
NC_016752	4595	Artibeus jamaicensis parvovirus 1	Artibeus jamaicensis parvovirus 1, complete genome
NC_014239	2327	Broome virus	Broome virus, segment M1
NC_014236	3947	Broome virus	Broome virus, segment L1
NC_014240	2076	Broome virus	Broome virus, segment M2
NC_014237	3903	Broome virus	Broome virus, segment L2
NC_010666	2797	Cypovirus 5	Cypovirus 5, segment 5
NC_010950	2569	Tomato yellow vein streak virus	Tomato yellow vein streak virus, segment DNA B
NC_014381	2607	Melon chlorotic mosaic virus	Melon chlorotic mosaic virus, segment DNA B
NC_016074	7873	Canis familiaris papillomavirus 9	Canis familiaris papillomavirus 9, complete genome
NC_016156	7391	Feline picornavirus	Feline picornavirus, complete genome
NC_016647	5076	Porcine bocavirus 5/JS677	Porcine bocavirus 5/JS677, complete genome
NC_016760	4099	Rosellinia necatrix quadrivirus 1	Rosellinia necatrix quadrivirus 1, segment 3
NC_012126	2140	Torque teno zalophus virus 1	Torque teno zalophus virus 1, complete genome
NC_012123	7802	Equus caballus papillomavirus 2	Equus caballus papillomavirus 2, complete genome
NC_014241	2068	Broome virus	Broome virus, segment M3
NC_014242	1316	Broome virus	Broome virus, segment S1
NC_014243	1231	Broome virus	Broome virus, segment S2
NC_014244	1203	Broome virus	Broome virus, segment S3
NC_014245	808	Broome virus	Broome virus, segment S4
NC_014481	3427	Rhododendron virus A	Rhododendron virus A, complete genome
NC_011108	4198	Cocksfoot mild mosaic virus	Cocksfoot mild mosaic virus, complete genome
NC_014527	1666	Great Island virus	Great Island virus, segment 6
NC_011190	5862	Mikania micrantha mosaic virus	Mikania micrantha mosaic virus, segment RNA 1
NC_015452	1830	Aguacate virus	Aguacate virus, segment S
NC_015043	2679	Sida mosaic Bolivia virus 2	Sida mosaic Bolivia virus 2, segment DNA A
NC_015324	2824	Sweet potato golden vein associated virus	Sweet potato golden vein associated virus, complete genome
NC_016744	5065	Eidolon helvum (bat) parvovirus	Eidolon helvum (bat) parvovirus, complete genome
NC_015325	7584	Zalophus californianus papillomavirus 1	Zalophus californianus papillomavirus 1, complete genome
NC_012564	5242	Human bocavirus 3	Human bocavirus 3, complete genome
NC_008365	6279	Streptocarpus flower break virus	Streptocarpus flower break virus, complete genome
NC_015327	1396	Cotton leaf curl Lucknow alphasatellite	Cotton leaf curl Lucknow alphasatellite, complete genome
NC_013404	1143	Epizootic hemorrhagic disease virus (serotype 1 / strain New	Epizootic hemorrhagic disease virus (serotype 1 / strain New
NC_014607	1141	Raspberry latent virus	Raspberry latent virus, segment 10
NC_013024	2819	Circovirus-like genome RW-B	Circovirus-like genome RW-B, complete genome
